,page_id,link,question,answer
17,dcd59fbc-fb76-4f34-b6ec-ea88a833b047,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes/device_plugin.html,"What are the default configuration values for deploying the Furiosa Device Plugin using Helm, and how can these be modified?","The default configuration values for deploying the Furiosa Device Plugin using Helm are: resourceStrategy set to 'generic', debugMode set to 'false', and disabledDeviceUUIDListMap as an empty list '[]'. These can be modified by changing the 'charts/furiosa-device-plugin/values.yaml' file."
18,dcd59fbc-fb76-4f34-b6ec-ea88a833b047,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes/device_plugin.html,"What is the default resource strategy for deploying the Furiosa Device Plugin using Helm, and how can it be modified?","The default resource strategy is 'generic', and it can be modified by changing the 'resourceStrategy' value in the 'charts/furiosa-device-plugin/values.yaml' file."
19,dcd59fbc-fb76-4f34-b6ec-ea88a833b047,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes/device_plugin.html,"What are the default configuration values for deploying the Furiosa Device Plugin using Helm, and how can these be modified?","The default configuration values for deploying the Furiosa Device Plugin using Helm are: resourceStrategy set to 'generic', debugMode set to false, and disabledDeviceUUIDListMap as an empty list. These can be modified by changing the 'charts/furiosa-device-plugin/values.yaml' file."
20,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,"What are the minimum system requirements for installing the 'furiosa-mlperf' command, and what specific benchmark does it replace with Llama 3.1?","The minimum system requirements for installing the 'furiosa-mlperf' command are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. It replaces the Llama2 benchmark with one using Llama 3.1."
21,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,What are the specific system requirements and installation steps needed to set up the 'furiosa-mlperf' command for running MLPerf Inference Benchmark?,"The minimum requirements for 'furiosa-mlperf' include Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. To install, update the package list with 'sudo apt update' and install the package with 'sudo apt install -y furiosa-mlperf', which includes 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
22,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,"What are the minimum system requirements for installing the 'furiosa-mlperf' command to run the MLPerf Inference Benchmark, and what specific benchmark has been modified in this version?","The minimum system requirements for installing 'furiosa-mlperf' are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. The Llama2 benchmark has been replaced with one using Llama 3.1."
23,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,What are the minimum system requirements and installation steps for setting up the 'furiosa-mlperf' command to run MLPerf Inference Benchmark using the FuriosaAI Software Stack?,"The minimum requirements for 'furiosa-mlperf' are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. To install, update the package list with 'sudo apt update' and then install the package using 'sudo apt install -y furiosa-mlperf'. This installs 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
24,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,What are the minimum system requirements and installation steps for setting up the 'furiosa-mlperf' command to run the MLPerf Inference Benchmark?,"The minimum requirements for 'furiosa-mlperf' include Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. To install, update the package list with 'sudo apt update' and install the package using 'sudo apt install -y furiosa-mlperf'. This installs 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
25,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,"What are the specific system requirements and installation steps for setting up the 'furiosa-mlperf' command to run the MLPerf Inference Benchmark, particularly for the Llama 3.1 benchmark?","The minimum requirements for 'furiosa-mlperf' include Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. To install, update the package list with 'sudo apt update' and then install the package using 'sudo apt install -y furiosa-mlperf'. This installs 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
26,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,What are the minimum system requirements and steps needed to install the 'furiosa-mlperf' command for running the MLPerf Inference Benchmark?,"The minimum requirements for 'furiosa-mlperf' are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. To install, update the package list with 'sudo apt update' and install the package using 'sudo apt install -y furiosa-mlperf'. This installs 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
27,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,What are the minimum system requirements and steps needed to install the 'furiosa-mlperf' command for running MLPerf Inference Benchmark on an Ubuntu system?,"The minimum requirements for installing 'furiosa-mlperf' are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for Llama 3.1 70B. To install the 'furiosa-mlperf' package, update the package list with 'sudo apt update' and then install with 'sudo apt install -y furiosa-mlperf'. This installs 'furiosa-compiler', 'furiosa-mlperf', and 'furiosa-mlperf-resources'."
28,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,"What are the minimum system requirements for installing the 'furiosa-mlperf' command, and what specific benchmark has been replaced in the MLPerf™ Inference Benchmark v4.1 by FuriosaAI?","The minimum requirements for 'furiosa-mlperf' are Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB storage space for the Llama 3.1 70B. The Llama2 benchmark has been replaced with one using Llama 3.1."
29,3bb3bd0a-7bdc-45a7-8e3e-e556a52d7eda,https://furiosa-ai.github.io/docs-dev/2024.1/en/getting_started/furiosa_mlperf.html,"What are the minimum system requirements for installing the 'furiosa-mlperf' command, and how much storage space is specifically needed for the Llama 3.1 70B benchmark?","The minimum system requirements for installing the 'furiosa-mlperf' command include Ubuntu 20.04 LTS (Debian bullseye) or later, root or sudo permission, configuring the APT server and installing device drivers, and about 100GB of storage space specifically for the Llama 3.1 70B benchmark."
30,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa LLM server, and how can one obtain the chat template for Llama models?","To launch the OpenAI-compatible Furiosa LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model to write the chat template to a file."
31,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,What specific steps are required to prepare a chat template for the Furiosa SDK 2024.1.0 (alpha) to support the /v1/chat/completions API?,"To prepare a chat template for the Furiosa SDK 2024.1.0 (alpha), you must provide a chat template yourself since Transformers v4.31.0 does not include one. If you have access to the Llama repositories on Hugging Face, you can obtain the chat template for Llama by installing the latest Transformers version, using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model, and writing the chat template to a file using Python."
32,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa-LLM server, and how can one obtain the chat template for Llama models?","To launch the OpenAI-compatible Furiosa-LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model."
33,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa LLM server, and how can one obtain the chat template for Llama models?","To launch the OpenAI-compatible Furiosa LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model."
34,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa-LLM server, and how can one obtain the chat template for Llama models?","To launch the OpenAI-compatible Furiosa-LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model to write the chat template to a file."
35,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa-LLM server, and how can one obtain the chat template for LLaMA models?","To launch the OpenAI-compatible Furiosa-LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model."
36,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,What are the prerequisites and steps required to prepare a chat template for the FuriosaAI LLM Engine when using the OpenAI-compatible server?,"To prepare a chat template for the FuriosaAI LLM Engine, you need to provide a chat template yourself since Furiosa SDK 2024.1.0 (alpha) using Transformers v4.31.0 does not include one. If you have access to the Llama repositories on Hugging Face, you can obtain the chat template for Llama by installing the latest Transformers version (>=4.34.0), using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model, and writing the 'chat_template.tpl' file with the tokenizer's chat template."
37,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,What are the prerequisites and steps required to prepare a chat template for the Furiosa LLM Engine to support the /v1/chat/completions API?,"To prepare a chat template for the Furiosa LLM Engine, you need to create a separate environment to install the latest Transformers version (at least v4.34.0). Then, use the AutoTokenizer from the Transformers library to obtain the chat template for Llama by executing a Python script that writes the chat template to a file named 'chat_template.tpl'."
38,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components and steps to launch the OpenAI-compatible Furiosa LLM server, and how does the chat template requirement affect this process?","To launch the OpenAI-compatible Furiosa LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template is necessary because the Furiosa SDK 2024.1.0 (alpha) uses Transformers v4.31.0, which does not include a chat template. This constraint requires users to provide their own chat template to support the /v1/chat/completions API. The server is launched using the 'furiosa-llm serve' command with specific arguments such as model, artifact, host, port, chat template, and others."
39,a3d94379-304a-4dbc-8300-39169378bfd5,https://furiosa-ai.github.io/docs-dev/2024.1/en/furiosa_llm/furiosa-llm-serve.html,"What are the necessary components required to launch the OpenAI-compatible Furiosa LLM server, and how can one obtain the chat template for LLaMA models?","To launch the OpenAI-compatible Furiosa LLM server, you need the FuriosaAI LLM Engine artifact and a chat template for the model. The chat template can be obtained from the Llama repositories on Hugging Face by installing the latest Transformers version and using the AutoTokenizer from the 'meta-llama/Meta-Llama-3.1-70B-Instruct' model."
40,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
41,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,What is the primary purpose of the FuriosaAI Developer Center as described in the document?,"The FuriosaAI Developer Center provides a streamlined software stack for deep learning model inference on FuriosaAI NPUs, guiding users through the workflow of writing inference applications from starting with PyTorch models to model quantization, serving, and production deployment."
42,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
43,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what implication does this have for the features and APIs described?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and the features and APIs described may change in the future."
44,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it cautions that the features and APIs described may change in the future."
45,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it cautions that the features and APIs described may change in the future."
46,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
47,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
48,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
49,13853744-dc18-4c98-b1c2-4f5806b28514,https://furiosa-ai.github.io/docs-dev/2024.1/en/,"What version of the Furiosa SDK is the document based on, and what caution is provided regarding this version?","The document is based on Furiosa SDK 2024.1.0 (alpha) version, and it warns that the features and APIs described may change in the future."
50,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the provided content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
51,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the provided content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, which may lead to unexpected issues with the device plugin."
52,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the markdown content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, which may lead to unexpected issues with the device plugin."
53,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
54,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the document, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
55,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the document, and why is Docker not preferred?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not preferred because it is officially deprecated as a container runtime in Kubernetes, which may lead to unexpected issues with the device plugin."
56,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes to avoid unexpected issues with the device plugin, and why is Docker not recommended?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not recommended because it is officially deprecated as a container runtime in Kubernetes, which may lead to unexpected issues with the device plugin."
57,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the markdown content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
58,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the provided content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
59,2b294227-f255-492c-b642-46e100e59705,https://furiosa-ai.github.io/docs-dev/2024.1/en/cloud_native_toolkit/kubernetes.html,"What are the recommended container runtimes for Kubernetes according to the provided content, and why is Docker not advised?","The recommended container runtimes for Kubernetes are containerd and CRI-O. Docker is not advised because it is officially deprecated as a container runtime in Kubernetes, and using it may lead to unexpected issues with the device plugin."
60,d4927eaf-a1a0-40bd-9624-79db4213c5fc,https://furiosa-ai.github.io/docs-dev/2024.1/en/overview/roadmap.html,What are the key features and model supports planned for the 2024.2.0 (beta 0) release by FuriosaAI in November 2024?,"The 2024.2.0 (beta 0) release in November 2024 will include support for language models such as CodeLLaaMA2, Vicuna, Solar, and EXAONE-3.0, as well as vision models like MobileNetV1, MobileNetV2, ResNet152, ResNet50, EfficientNet, and YOLOv8m. It will also introduce Phase 1 of Tensor Parallelism support for intra-chip in Furiosa LLM, support for Torch 2.4.1, and CPU memory swapping in Furiosa LLM."
